id,value,category
1,-0.1269196710808801,C
2,1.2584755098401457,B
3,1.0206375169632338,A
4,-0.03370058901708926,B
5,-0.4881414262297989,B
6,1.139851990319367,B
7,-1.3534245554636137,C
8,0.44066426818313287,B
9,-0.5628580359020756,C
10,0.22894937787966774,C
11,-0.14755702610995222,C
12,-1.1727486535173621,C
13,0.2118697408121121,A
14,1.972834593165785,A
15,-0.3090900246631388,A
16,0.3390611728340885,A
17,0.14852451683282294,B
18,0.014302615371338935,A
19,-1.049384129455339,B
20,0.5930398269835679,B
21,0.479039857316258,B
22,-0.5219706498050197,C
23,0.3825573516546671,A
24,1.5399730330109371,C
25,0.34104808477203213,C
26,-0.19118217675696206,A
27,-1.4959311911883595,B
28,-0.24122473188974197,A
29,0.3949927142984188,C
30,-0.056722313915888806,C
31,0.17429042341944392,A
32,0.22406421755235587,A
33,-1.4856951698923069,C
34,0.6955753517642809,C
35,0.2695923301598233,B
36,0.47960862575678576,A
37,0.862253455799512,A
38,3.264058317763971,B
39,-0.8685873117400605,A
40,-0.7668692274449318,C
41,0.18353800500631245,B
42,0.36357953969587964,B
43,-1.1402964288378845,C
44,0.3792107183327783,B
45,-0.32698455966912543,C
46,-0.2856227688167318,B
47,-1.1413529872955253,C
48,0.7417430994616444,C
49,0.4080571398885587,A
50,-0.20820708660006104,A
51,0.9960472865655752,A
52,-0.10777422848385261,B
53,-0.7380024247612242,C
54,-0.1829308827986868,A
55,-2.3504864283833733,B
56,-0.6147239911636248,B
57,0.025299384776774108,A
58,-0.8198738503362761,A
59,0.0949252339206066,B
60,-0.6961810391134038,A
61,-0.08198252425933032,B
62,-0.30389041811636597,A
63,-0.1228992426286304,C
64,-0.7869757506827967,B
65,-1.3617903707162555,C
66,-0.3926773495693308,B
67,0.35182775858503906,C
68,0.9402521155619024,A
69,-0.2019720070032371,B
70,1.0458371764082073,A
71,-1.5038549848514284,B
72,-1.5360091478641649,A
73,-1.778353195369518,A
74,-0.09086963012332638,A
75,-0.599957066392601,B
76,-0.2251949670423613,A
77,1.0777454868754726,C
78,-0.34441488050669605,C
79,-1.2682809102609527,C
80,-1.2553550197672372,A
81,-0.9466429852293741,A
82,-0.06247784935129724,C
83,0.1118822412269207,B
84,0.8313819365500013,A
85,-0.3746095617006881,B
86,-0.8436024731623069,B
87,1.9660590780156557,C
88,0.18811351110665386,A
89,0.3395207883847341,C
90,0.6073573755388073,C
91,-0.08361660096123252,A
92,-1.5031470396454645,A
93,-0.48637809679705923,B
94,-1.3838504899674657,C
95,-0.028837039425164954,A
96,-2.2450666030084863,C
97,1.1600964991298464,C
98,0.01565948214258403,B
