id,value,category
1,-0.29269458469925663,A
2,0.4283705430468622,B
3,0.5091070796861676,C
4,1.3077713054895483,B
5,-0.608724972277376,C
6,-0.26077436282571603,A
7,0.7021226518753128,A
8,-2.586742517708393,A
9,0.16124221347239795,A
10,-0.7706820412163919,B
11,0.09930442435581595,C
12,-0.926809634893266,C
13,-0.14145148427597135,B
14,-0.35675211221491243,B
15,-0.36003937144329046,B
16,2.399758932133554,A
17,-0.49162779501253756,B
18,-0.5469324875459979,B
19,-0.8632453805746377,C
20,0.22417976584890914,C
21,-1.4942812594233188,A
22,-0.21838080601653181,A
23,-0.05049982001680663,B
24,-0.2305951918464871,C
25,0.5264214167849596,A
26,-0.1266938266150211,A
27,-0.7871898031600556,B
28,-0.3038053485565923,C
29,-1.4632930437645126,C
30,0.3786738127407455,B
31,1.6947493406387115,C
32,-0.7628930118020814,A
33,1.8631416078576897,C
34,-1.06126737556273,A
35,0.7193402028944337,C
36,-0.641183079120421,B
37,-1.2090704479810381,C
38,-1.3529584780520894,A
39,0.795338941370999,C
40,-1.0027631291684371,C
41,2.077658601470229,A
42,0.6685666141574116,C
43,0.3699318188382019,C
44,-0.3500325783634793,A
45,-0.07605264801752666,C
46,-1.7474928030696837,A
47,-0.24812224668911612,A
48,0.5114531055193089,C
49,-2.723658615949349,B
50,-0.7344571609528903,A
51,-0.16708482288495557,A
52,1.77427789352126,C
53,-0.09223009502709874,A
54,0.9704521834240428,C
55,-1.2016824181257748,B
56,-0.5707503417059602,A
57,1.3569585814960659,A
58,0.631640413076906,A
59,0.18694692519097492,A
60,0.3880213212118148,A
61,-0.5315732400527768,A
62,0.9705094446635754,A
63,0.6463662666411659,B
64,0.7980601730503456,B
65,1.6151864793617055,A
66,0.9942296745935855,A
67,-0.8926427444014664,C
68,1.5014064353761778,A
69,-0.6595103065663794,C
70,-1.094579633578825,C
71,-2.4280799150833805,B
72,1.5207004896579093,A
73,0.1042477478102794,A
74,-0.08074928990779223,B
75,0.6575782333808884,A
76,-1.3346308640791673,B
77,-1.6279359501601138,B
78,-0.09928391499304742,A
79,-1.810016913880142,C
80,-0.8451718325526321,B
81,-0.1800356753390009,C
82,-1.891396148220895,B
83,-0.41075378880669,C
84,1.3286930957550958,C
85,-0.5780052308645247,A
86,0.6685027624003373,A
87,0.15134538206118292,C
88,0.28517883113668147,A
89,0.4495146617284203,B
90,-1.0084739389747397,A
91,0.5763015199339513,C
92,-0.6103701652001641,B
93,0.1869762016911271,C
94,0.4982743722059759,B
95,-0.7623154745406486,A
96,0.04831354330284979,B
97,-1.0976301703340565,C
98,1.0979636620021507,A
99,1.2305131289054314,C
100,0.884267370297556,B
101,0.6018864635805282,C
102,-0.6445660123555252,C
103,-0.40693948419040316,B
104,1.0805188192571062,C
105,0.6315828045843442,A
106,0.3180768161174194,C
107,-0.7521588384460811,B
108,0.7877365718863495,B
109,0.1048264071116783,A
110,0.023112374201838867,A
111,1.1215400141086034,A
112,-0.5480872640343762,C
113,0.2188432024783509,A
114,1.9644532942394977,C
115,-2.128724306947756,A
116,1.3873182411689324,B
117,0.30760161530888613,A
118,0.25592346987487913,A
119,1.2452550398237567,C
120,-0.5895617099797107,B
121,-0.43023126019124447,A
122,-1.7945446958846023,B
123,2.1840133331821705,C
124,-1.2146688415328475,A
125,0.4196728933229182,B
126,-1.3792014800709878,B
127,0.23478086545980448,B
128,-0.23251002432738171,B
129,-1.7317428072124514,A
