id,value1,value2,category
0,0.2416858210231184,78,B
1,0.7998424328454203,31,B
2,-0.4833012858564843,19,B
3,-0.508915169905277,7,C
4,0.7024742417864699,97,C
5,-0.0033272310340429815,33,A
6,1.0601227472553718,3,A
7,-0.7758598305635784,57,C
8,0.5550195296385017,29,B
9,0.5935768321355264,85,C
10,1.7273968819661911,47,C
11,-0.7019656240541358,32,A
12,-1.8036634991951126,44,A
13,-1.247128118450366,78,B
14,1.6862153303455747,34,B
15,2.0917682056451503,22,B
16,-0.28591622068988687,92,C
17,-0.6365157028155535,41,B
18,0.22825383433785312,36,B
19,1.4037843476038152,88,A
20,1.0188768729015893,90,A
21,0.034735025682027534,30,B
22,-1.4986703979295701,29,B
23,0.06545393374799321,87,B
24,0.6787023572432158,65,A
25,-1.2772340361019239,98,B
26,0.14640229787752565,53,B
27,0.40024283926120974,32,B
28,0.8341121235849833,26,A
29,-0.2593320940976295,47,B
30,-0.9433484492101628,93,A
31,-0.3646387994018865,11,A
32,0.5935420380399011,73,B
33,1.0151141400346178,93,B
34,0.39972109761077906,6,A
35,-1.1787477838757283,7,A
36,-2.051658131817875,47,C
37,0.20057827963453917,21,A
38,-0.01998801788469922,8,C
39,1.1817356998824742,14,C
40,-2.217044027406124,42,C
41,0.7879100200237281,60,A
42,-1.3283949452324206,56,C
43,0.04226823225473417,28,A
44,1.5495535917359076,8,C
45,0.834688098376543,62,C
46,0.6347399548555399,87,A
47,0.030802886817295785,97,C
48,-1.425469980529244,34,A
49,-0.8144600994174703,32,C
50,0.026044287399262494,65,A
51,1.6997622929708107,8,C
52,1.5873760263073085,51,A
53,-1.3558634675179972,21,C
54,0.23896316396467793,3,A
55,0.7076180289226435,25,C
56,0.6703817926729332,76,A
57,0.534693685210497,85,A
58,1.2493145512254686,22,A
59,0.3078628428254255,39,A
60,0.347549451490621,38,B
61,0.8866981866626105,3,C
62,0.01449581816687959,29,A
63,-0.3283958788007867,62,A
64,-0.2812356946089595,50,A
